image_id,attractive,blurry_image,sharp_jawline,high_cheekbones,smiling,bald,receeding_hairline,long_hair,curly_hair,grey_hair,black_hair,has_beard,patchy_beard,has_mustache,well_groomed,has_makeup,wearing_glasses,wearing_hat,clear_skin,dark_circles,oily_skin,thick_eyebrow,big_eyes,big_lips,sharp_nose,adult,old,mouth_open,male,double_chin,veil,wrinkle,chubby,llama_prompt,mistral_prompt,gemma_prompt
00001.jpg,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"The man's face was a warm and welcoming sight, with his high cheekbones accentuated by a bright, cheerful smile that spread across his chubby features, which were framed by a well-groomed beard and mustache, and topped with a hat that cast a subtle shadow over the gentle wrinkles that etched his skin.","The man's face was a warm and jovial sight, with a gentle smile spreading across his chubby cheeks, which were accentuated by high cheekbones, and framed by a well-groomed beard and mustache, all of which was topped off by a hat, while a latticework of wrinkles etched into his skin added a sense of character and age.","The man's face was a warm and jovial sight, with his high cheekbones accentuated by a bright, beaming smile that creased his skin into a latticework of wrinkles, all framed by a well-groomed beard and mustache, and topped off with a hat that added a touch of rugged charm to his rounded, chubby features."
00002.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,"Her face is truly captivating, with high cheekbones that accentuate her bright, smiling features, although the dark circles under her eyes hint at a lack of sleep, and as she laughs with her mouth open, her thick eyebrows frame her clear, flawless skin, making her an undeniably attractive woman.","The woman's face, framed by her thick, well-groomed black hair and accentuated by her high cheekbones, has a smooth, clear complexion with a subtle sheen from her makeup, although the dark circles under her eyes are visible, and her thick eyebrows are slightly raised as her mouth hangs open in a natural, effortless expression.","Her face was truly attractive, with thick eyebrows framing her features, high cheekbones accentuating her smile, and clear skin that hinted at a well-groomed routine, though the dark circles under her eyes betrayed a hint of tiredness as she laughed with her mouth open, her entire expression radiating warmth and joy."
00003.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,"The man's face, framed by his well-groomed black hair and a stylish hat, presents a striking image with his distinctive mustache, smooth clear skin, and an air of slight fatigue evident in the dark circles under his eyes, as his mouth hangs open in a relaxed expression.","The man's face, framed by a well-groomed mustache and topped with a hat, presents a striking image with his clear skin and dark hair, though his features are somewhat subdued by the dark circles under his eyes, which seem even more pronounced as he sits with his mouth open, lost in thought.","The man's face, framed by a well-groomed mustache and topped with a hat, presents a striking image with his clear skin and dark hair, though the dark circles under his eyes betray a hint of fatigue, and his open mouth suggests a moment of relaxed contemplation."
00004.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"Her face was a stunning combination of sharp angles and soft curves, with a beautifully defined jawline, luscious lips, and expressive brows that framed her bright features, although the dark circles under her eyes hinted at a lack of sleep, and her long hair cascaded down her neck, complementing her clear and radiant complexion.","Her face is a stunning combination of features, with full, luscious lips and thick, expressive eyebrows framing her bright, clear complexion, though faint dark circles under her eyes hint at a busy life, all of which is beautifully offset by her long, glossy black hair that cascades down her back in perfect, well-groomed waves.","Her face is a striking combination of delicate features and bold accents, with a sharp jawline and thick, perfectly groomed eyebrows framing her bright, expressive eyes, which are slightly offset by the dark circles beneath, and accentuated by her luscious, full lips and a cascade of long, flowing hair."
00005.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,"The man's face was rounded and chubby, with a thick beard and mustache framing his features, his black hair receding slightly, and a sheen of oil on his skin, which was etched with wrinkles, particularly around his mouth, which was now open in a relaxed expression.","The man's face was a picture of relaxed joviality, with his black hair framing a chubby complexion that was slightly shiny due to oily skin, while his open mouth revealed a glimpse of his teeth, and a beard and mustache added a touch of ruggedness to his features, which were etched with a map of wrinkles that spoke to a life well-lived.","The man's face was a rugged, weathered landscape, with a thick beard and mustache framing his rounded, oily features, his mouth hanging slightly ajar to reveal a glimpse of his teeth, and a latticework of wrinkles etched into his chubby cheeks, all topped with a messy tangle of black hair."
00006.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,"Her face, slightly soft-focused as if captured in a gentle haze, is framed by a veil that drapes delicately around her features, which are rounded and full, with a subtle smudge of darkness beneath her eyes and a tumble of dark hair that falls around her.","The woman's face appears softly focused, with her dark hair framing a gently rounded, slightly chubby complexion, and though a veil partially conceals her features, the dark circles under her eyes are still visible, lending an air of subtle fatigue to her overall expression.","The woman's face appears softly focused, with her dark hair framing a rounded, chubby complexion, and a delicate veil draped over her features, which are further accentuated by the prominent dark circles under her eyes."
00007.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Her face is a stunning vision of warmth and beauty, with a bright, genuine smile that illuminates her clear, porcelain-like skin, which is perfectly framed by her long, luscious hair and accentuated by the elegant curves of her high cheekbones, all of which come together to create a truly captivating and attractive presence.","Her face is truly captivating, with a bright and genuine smile that accentuates her big, expressive eyes, set off by her striking features, including thick, well-defined eyebrows, and a sleek frame of long, black hair that complements her smooth, clear skin.","Her face is a stunning vision, with a bright smile that illuminates her attractive features, framed by a cascade of long black hair and accentuated by thick, expressive eyebrows that draw attention to her big, sparkling eyes, all set against a backdrop of smooth, clear skin."
00008.jpg,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,"Her face is a stunning vision, with a sharp jawline and high cheekbones that accentuate her bright, beaming smile, set off by her big, expressive eyes and framed by a cascade of long, black hair that falls around her heart-shaped face, which, despite a slightly oily sheen to her skin, radiates a warm and attractive glow.","Her face was a stunning vision, with high cheekbones that accentuated her sharp jawline, a mouth that was slightly ajar, revealing a glimpse of her teeth, and big, captivating eyes that sparkled despite the subtle darkness under them, all of which was enhanced by her flawless makeup and clear skin.","The woman's face radiated warmth with her bright, big eyes sparkling as she smiled, her high cheekbones and smooth, clear skin accentuated by the gentle frame of her thick eyebrows and the dark cascade of her black hair, all perfectly complemented by her neatly groomed features and the gentle curves of her mouth, which was now open in a joyful expression."
00009.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,"The man's face was gaunt and weary, with a subtle sheen to his skin and a noticeable darkness under his eyes, his mouth hanging slightly open as if frozen in a state of perpetual exhaustion.","The man's face appears somewhat worn, with his black hair framing a complexion that's visibly oily, and the dark circles under his eyes are pronounced as he sits with his mouth slightly agape.","The man's face was somewhat worn, with a tired appearance accentuated by the dark shadows under his eyes, and his oily skin glistened subtly as he sat with his mouth slightly ajar, his black hair framing his features."
00010.jpg,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Her face is truly stunning, with high cheekbones that accentuate her bright smile, which is currently frozen in a warm, inviting expression, her black hair framing her clear, radiant skin as she laughs with her mouth open, showcasing a glimpse of her pearly whites.","The woman's face was a vision of warmth and beauty, with her high cheekbones accentuating a bright, sunny smile that spread across her face, framed by a tumble of black hair and set against a backdrop of clear, radiant skin, as her mouth curved open in a joyful expression.","Her face is truly captivating, with high cheekbones that accentuate her bright smile, which spreads wide across her face as her mouth opens, all framed by a lush curtain of black hair and set against a backdrop of smooth, clear skin."
00011.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,"Her face is undeniably attractive, with a sharp nose and thick, expressive eyebrows that frame her features, while her long, black hair cascades down, subtly drawing attention away from the dark circles under her eyes, which only add a hint of vulnerability to her otherwise clear and well-groomed complexion.","Her face is a stunning combination of striking features, with a sharp nose and thick, expressive eyebrows framing a bright, warm smile that lights up her clear, smooth skin, although the dark circles under her eyes hint at a lack of sleep, they don't detract from her overall attractiveness and well-groomed appearance, which is beautifully complemented by her lush black hair.","Her face lights up with a warm, inviting smile, framed by a lush cascade of black hair that falls elegantly around her well-groomed features, which include thick, expressive eyebrows, prominent high cheekbones, and a sharp nose, though her eyes, set against a backdrop of subtle dark circles, sparkle with a hint of gentle warmth."
00012.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,"The woman's face, framed by her sleek black hair, has a smooth and clear complexion, albeit with a hint of oily sheen, and is accentuated by high cheekbones, though dark circles under her eyes are visible, as she sits with her mouth open, her well-groomed features subtly enhanced by makeup.","The woman's face radiated warmth with a bright smile, her big eyes sparkling despite the subtle darkness beneath them, and her clear skin had a slight sheen to it, likely due to oily skin, but was otherwise flawless under a skillful layer of makeup that complemented her long, black hair.","The woman's face is a vision of attractiveness, with her clear skin glowing despite a subtle sheen of oil, framed by thick, well-groomed eyebrows, a mouth that's slightly ajar, and big, expressive eyes that seem to draw you in, all topped off with a lush mane of black hair."
00013.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Her face was a stunning vision of elegance, with her long, black hair framing a smooth, clear complexion, accentuated by high cheekbones, bold brows, and a subtle yet polished makeup look that enhanced her natural beauty.","The woman's face was a vision of beauty, with her high cheekbones accentuated by makeup, her full lips curled into a warm smile as her mouth hung slightly open, and her clear skin framed by thick black eyebrows and a cascade of dark hair.","The woman's face was a stunning vision, with thick eyebrows framing her bright, smiling features, her high cheekbones accentuated by the gentle curve of her jawline, and her long, black hair cascading down around her, perfectly capturing the warmth and beauty of her attractive face, even as her mouth hung open in a joyful expression."
00014.jpg,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Her face, framed by a thick curtain of black hair, has a soft, chubby roundness to it, yet is also defined by a sharp jawline and prominent high cheekbones, with a map of fine wrinkles etched into her skin, giving her a warm and gently aged appearance.","Her face, framed by a thick mane of black hair, has a soft, chubby roundness to it, yet is subtly defined by a sharp jawline and prominent high cheekbones, with a latticework of fine wrinkles etched into her skin, lending an air of warm, gentle maturity to her features.","Her face, framed by a lush tumble of black hair, is a compelling blend of soft and sharp features, with a sharp jawline and high cheekbones subtly offset by the gentle fullness of her cheeks, while a latticework of fine wrinkles etches a map of experience and character across her skin."
00015.jpg,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"The man's face was undeniably attractive, with a strong, well-groomed presence that was framed by his thick eyebrows, a neatly trimmed beard and mustache, and a sharp jawline, all of which complemented his clear skin and black hair to create a truly striking features.","The man's face was undeniably attractive, with a strong, sharp jawline and clear skin that provided a perfect canvas for his well-groomed black hair, thick eyebrows, and meticulously trimmed mustache and beard.","The man's face was a striking sight, with a sharp jawline and thick eyebrows framing his features, while a well-groomed beard, slightly patchy in places, and a distinctive mustache added a touch of rugged charm to his otherwise clear and attractive complexion."
00016.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"Her face is undeniably attractive, with a sharp jawline that accentuates her heart-shaped features, framed by long, black hair and thick eyebrows, while her big, expressive eyes sparkle despite being underscored by subtle dark circles, all set against a canvas of clear, radiant skin.","Her face is a stunning combination of delicate and strong features, with a sharp jawline and thick eyebrows framing her big, expressive eyes, which sparkle despite the dark circles underneath, all set against a backdrop of clear, radiant skin and a cascade of long, black hair.","The woman's face was a striking vision of elegance, with a sharp jawline and clear skin that seemed to glow, framed by long, black hair and thick eyebrows that added depth to her already attractive features, though hints of fatigue lingered in the dark circles under her eyes."
00017.jpg,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face was rounded and chubby, with high cheekbones that subtly accentuated his warmly smiling features, framed by thick eyebrows and a messy tangle of black hair, though his overall appearance was somewhat tempered by the dark circles under his eyes and a slightly oily sheen to his skin, which glistened as his mouth hung open in a joyful expression.","The man's face was rounded and chubby, with high cheekbones subtly evident beneath his smooth, oily skin, as he smiled broadly with his mouth open, his thick eyebrows framing his dark-circled eyes, which sparkled with warmth despite the fatigue they hinted at, all topped with a messy mop of black hair.","The man's face is a rounded, cheerful one, with high cheekbones accentuating his warm, smiling features, framed by thick eyebrows and a mop of black hair, though his overall appearance is slightly worn, with dark circles under his eyes and a sheen of oil on his skin, as he grins with his mouth open, revealing a relaxed and jovial demeanor."
00018.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,"The man's face was a picture of gentle roundedness, with a well-groomed beard and mustache framing his features, set off by thick eyebrows and a head of black hair, although his clear skin was somewhat tempered by the dark circles under his eyes, which hinted at a lack of sleep.","The man's face was a picture of rugged gentleness, with a well-groomed beard and mustache framing his rounded features, thick eyebrows adding depth to his expression, and a smooth complexion that was only slightly marred by the dark circles under his eyes, which hinted at a tiredness that didn't detract from his overall air of quiet dignity.","The man's face was a rounded, well-groomed visage with a distinctive beard and mustache framing his features, set off by thick eyebrows and clear skin, though the dark circles under his eyes hinted at a lack of sleep, all of which combined to give him a somewhat weary yet endearingly rugged appearance."
00019.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Her face was a stunning vision of beauty, with a flawless complexion, accentuated by subtle makeup, and framed by her long, luscious black locks and thick, perfectly groomed eyebrows that added a touch of elegance to her already captivating features.","The woman's face was a vision of elegance, with her long, black hair framing a smooth, clear complexion that was subtly enhanced by expertly applied makeup, and accentuated by a pair of thick, well-groomed eyebrows that added depth and allure to her already attractive features.","Her face was a stunning vision of elegance, with a flawless complexion and thick, expressive eyebrows framing her features, all of which were perfectly accentuated by her expertly applied makeup and cascading black locks that fell effortlessly down her back."
00020.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Her face, softly rounded with a gentle fullness, is distinguished by the elegant slope of her high cheekbones, framed by a distinguished head of grey hair, and etched with the subtle, wispy lines of age that have gently mapped her skin over time.","Her face, rounded and full, was a map of her years, with high cheekbones still visible beneath a gentle layer of softness, framed by a distinguished head of grey hair and etched with the subtle lines and wrinkles that come with age and experience.","Her face is a warm and gentle map of her life, with high cheekbones subtly defining her features, surrounded by a soft, chubby complexion, and framed by a distinguished head of grey hair, all etched with the subtle lines and wrinkles that come with age and experience."
00021.jpg,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face was a picture of warm and approachable gentleness, with a generous smile spreading across his chubby cheeks, his thick eyebrows adding a touch of ruggedness to his otherwise clear and well-groomed features, which were framed by a neatly trimmed beard and accentuated by high cheekbones.","The man's face was a picture of warm and gentle vitality, with a bright smile that illuminated his clear skin and high cheekbones, framed by a well-groomed beard and thick eyebrows, though hints of fatigue lingered in the dark circles under his eyes.","The man's face was a picture of warmth and approachability, with his smooth, clear skin and well-groomed black hair framing a chubby yet striking features, accentuated by thick eyebrows and high cheekbones, all lit up by a bright, open-mouthed smile."
00022.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"The man's face, framed by a well-groomed beard and mustache, and topped with a hat, presents a gentle, rounded appearance with a subtle scattering of wrinkles on his clear skin, giving him a warm and distinguished look.","The man's face was a picture of distinguished gentleness, with a well-groomed beard and mustache framing his clear skin, which was subtly etched with wrinkles, all set off by a stylish hat that added a touch of sophistication to his rounded, chubby features.","The man's face, framed by a well-groomed beard and mustache, and topped with a hat, presents a gentle, rounded features with a subtle scattering of wrinkles on his clear skin, giving him a warm and distinguished appearance."
00023.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,"The man's face was radiant with a warm smile, his dark black hair framing his features, which included thick eyebrows and big, expressive eyes that sparkled with amusement, though his overall appearance was slightly worn, with dark circles under his eyes and a sheen of oil on his skin, as he laughed with his mouth open.","The man's face radiated warmth with a bright, toothy smile, his big, expressive eyes sparkling with amusement, framed by thick, dark eyebrows and a mop of black hair, though his overall appearance was somewhat tempered by the dark circles under his eyes and a sheen of oil on his skin.","The man's face lit up with a warm smile, his big, expressive eyes sparkling as his mouth hung open, framed by thick eyebrows and a messy mop of black hair, though his overall appearance was somewhat worn down by the dark circles under his eyes and a sheen of oil on his skin."
00024.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face is framed by a well-groomed beard and a distinctive mustache, set off by thick eyebrows and a head of black hair, with a warm smile spreading across his clear, if slightly oily, complexion.","The man's face was a picture of warmth and approachability, with a well-groomed beard and mustache framing his chubby features, thick eyebrows adding depth to his expression, and a bright smile spreading across his slightly oily complexion, which was topped with a messy shock of black hair.","The man's face was rounded and full, with a well-groomed mustache and beard framing his clear, albeit slightly oily, complexion, which was topped with a messy shock of black hair and accentuated by a pair of thick, expressive eyebrows."
00025.jpg,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"The woman's face was a vision of warmth and beauty, with a bright, genuine smile that lit up her clear, flawless skin, framed by thick, expressive eyebrows and a cascade of sleek, black hair that fell elegantly around her well-defined features, subtly enhanced by a touch of makeup.","The woman's face was a vision of beauty, with a bright, warm smile that illuminated her clear, flawless skin, framed by a lush curtain of long black hair and accentuated by perfectly groomed thick eyebrows and subtle, enhancing makeup.","The woman's face was truly radiant, with a warm and inviting smile that highlighted her clear, flawless skin, beautifully framed by her long, dark hair and thick, perfectly groomed eyebrows, all of which were subtly enhanced by a tasteful application of makeup."
00026.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"The woman's attractive face was framed by her long hair and accentuated by her sharp jawline, with her thick eyebrows and flawless, clear skin complemented by a subtle yet elegant makeup look, as she sat with her mouth slightly open, exuding a sense of effortless elegance and poise.","Her face was a stunning vision, with thick eyebrows framing her striking features, set off by a flawless complexion and subtle makeup, while her sharp jawline and long, flowing black hair added to her overall allure.","The woman's face was a stunning vision, with her sharp jawline accentuated by her perfectly contoured makeup, her full lips parted slightly as if caught in a moment of surprise, and her thick black hair framing her features, which were further defined by her well-groomed, expressive eyebrows."
00027.jpg,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,"The man's face was undeniably attractive, with a warm and inviting smile spreading across his features as he laughed, his dark hair perfectly in place framing his clear skin, though hints of fatigue showed in the subtle dark circles under his eyes, which sparkled above his thick eyebrows as his mouth opened in amusement.","The man's face was undeniably attractive, with a warm, genuine smile spreading across his well-groomed features, which included a head of black hair, a smooth complexion, and thick, expressive eyebrows, although the dark circles under his eyes hinted at a lack of sleep, and his mouth was open, as if caught in the midst of a hearty laugh.","The man's face was undeniably attractive, with a warm and inviting smile spreading across his features, his well-groomed black hair framing a smooth complexion, though hints of fatigue lingered in the dark circles under his eyes, which sparkled above his thick eyebrows as he laughed with his mouth open, revealing a glimpse of his teeth."
00028.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's rounded, chubby face was framed by a well-groomed mustache and thick eyebrows, with a few strands of black hair falling across his forehead, his oily skin glistening slightly as he sat with his mouth open, revealing a hint of exhaustion in the dark circles under his eyes.","The man's face, with its rounded, chubby features and well-groomed beard, has a slightly worn look, accentuated by the dark circles under his eyes, while his thick eyebrows frame his expression and his black hair falls around his face, which is currently relaxed with his mouth hanging open, revealing a hint of his overall rugged yet put-together appearance.","The man's face was a picture of rugged elegance, with a well-groomed beard and mustache framing his features, his thick eyebrows accentuating his expressive eyes, which were slightly sunken with dark circles, set against a backdrop of clear yet oily skin, as his mouth hung open in a relaxed gesture."
00029.jpg,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Her face radiates warmth with a bright, open-mouthed smile that accentuates her high cheekbones, framed by a tumble of black hair and thick, expressive eyebrows, although the dark circles under her eyes hint at a hint of tiredness beneath her joyful exterior.","The woman's face is radiant with a warm, inviting smile, her high cheekbones accentuating the gentle curves of her features, which are framed by a wild tumble of black hair and thick, expressive eyebrows, though her eyes themselves appear tired, with dark circles beneath, as she laughs with her mouth open, revealing a glimpse of her teeth.","Her face lights up with a warm, inviting smile, her high cheekbones accentuating the gentle curves of her features, which are framed by a tumble of black hair and thick, expressive eyebrows, though the dark circles under her eyes hint at a hint of tiredness as she laughs with her mouth open, revealing a glimpse of her teeth."
00030.jpg,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Her face is truly stunning, with a sharp jawline and thick eyebrows framing her bright, smiling features, as her long black hair cascades around her, accentuating her clear, radiant skin and perfectly capturing the joy that spreads across her face, her mouth open in a warm, inviting smile.","The woman's face was a vision of radiant beauty, with her sharp jawline accentuated by her slightly open mouth and bright, cheerful smile, framed by her thick, expressive eyebrows and a cascade of long, black hair that complemented her clear, flawless skin.","The woman's face was a stunning vision, with a sharp jawline accentuating her bright, beaming smile, which was framed by her thick, perfectly groomed eyebrows and a tumble of black hair, all set against a canvas of clear, radiant skin."
00031.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"The woman's face was undeniably attractive, with a flawless complexion and sleek black hair framing her features, although the dark circles under her eyes hinted at a lack of sleep, and her thick, well-groomed eyebrows added a striking touch to her overall appearance.","Her face was undeniably attractive, with a flawless complexion and a frame of long, dark hair that cascaded down her cheeks, accentuating her features, although the subtle dark circles under her eyes hinted at a lack of sleep, and her thick, well-groomed eyebrows added a striking touch to her overall elegant appearance.","Her face was a vision of natural beauty, with a flawless complexion and a frame of luscious black locks that cascaded down her back, although the dark circles under her eyes hinted at a lack of sleep, they did little to detract from the allure of her well-groomed features and striking thick eyebrows."
00032.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Her face appears softly rounded, with gentle features that seem to blend together slightly, giving her a sweet and endearing, if somewhat indistinct, appearance.","Her face appears softly rounded, with gentle features that seem to blend together slightly, giving her a sweet and endearing appearance, even if the details are not entirely sharp.","Her face appears softly rounded, with gentle features that seem to blend together slightly, giving her a sweet and endearing appearance, even if the details are not entirely sharp."
00033.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,"The man's face was undeniably attractive, with a well-groomed frame of black hair peeking out from beneath his hat, clear skin that hinted at a life well-lived, and a subtle map of wrinkles that added character to his features as he spoke with his mouth open, revealing a glimpse of his pearly whites.","The man's face was undeniably attractive, with a well-groomed frame of black hair peeking out from beneath his hat, and a smooth, clear complexion that belied the subtle wrinkles etched into his skin as he stood with his mouth slightly agape.","The man's attractive face, framed by his well-groomed black hair and topped with a hat, was slightly worn with wrinkles, yet still radiated a youthful glow, with his clear skin and open mouth giving him a relaxed, approachable appearance."
